round_number,circuit_id,circuit_name_raw,round_start_date,round_end_date,is_upcoming,team_name_raw,team_name_normalized,car_number,driver_full_name_raw,driver_full_name_normalized,nationality_code,nationality_name,source_url,source_collector
7,254,Montmelo,2026-11-06,2026-11-08,TRUE,DXR,dxr,28,Max Radeck,max radeck,PRT,Portugal,https://f4spain.org/round/f4s-barcelona-2026/,arnav
7,254,Montmelo,2026-11-06,2026-11-08,TRUE,DXR,dxr,71,Dean Pedersen,dean pedersen,USA,United States,https://f4spain.org/round/f4s-barcelona-2026/,arnav
7,254,Montmelo,2026-11-06,2026-11-08,TRUE,G4 Racing,g4_racing,9,Jean Paul Karras,jean paul karras,GRC,Greece,https://f4spain.org/round/f4s-barcelona-2026/,arnav
7,254,Montmelo,2026-11-06,2026-11-08,TRUE,G4 Racing,g4_racing,12,Philippe Armand Karras,philippe armand karras,GRC,Greece,https://f4spain.org/round/f4s-barcelona-2026/,arnav
7,254,Montmelo,2026-11-06,2026-11-08,TRUE,G4 Racing,g4_racing,94,Jorden Moodley,jorden moodley,ZAF,South Africa,https://f4spain.org/round/f4s-barcelona-2026/,arnav
7,254,Montmelo,2026-11-06,2026-11-08,TRUE,TC Racing,tc_racing,24,Beau Lowette,beau lowette,BEL,Belgium,https://f4spain.org/round/f4s-barcelona-2026/,arnav
7,254,Montmelo,2026-11-06,2026-11-08,TRUE,TC Racing,tc_racing,78,Maria Neto,maria neto,PRT,Portugal,https://f4spain.org/round/f4s-barcelona-2026/,arnav
7,254,Montmelo,2026-11-06,2026-11-08,TRUE,TC Racing,tc_racing,5,Sandro Pérez,sandro perez,ESP,Spain,https://f4spain.org/round/f4s-barcelona-2026/,arnav
7,254,Montmelo,2026-11-06,2026-11-08,TRUE,TC Racing,tc_racing,5,Daniel Mota,daniel mota,ESP,Spain,https://f4spain.org/round/f4s-barcelona-2026/,arnav
7,254,Montmelo,2026-11-06,2026-11-08,TRUE,TC Racing,tc_racing,71,Sam Urus,sam urus,MCO,Monaco,https://f4spain.org/round/f4s-barcelona-2026/,arnav
7,254,Montmelo,2026-11-06,2026-11-08,TRUE,GRS Team,grs_team,74,Pablo Riccobono,pablo riccobono,ESP,Spain,https://f4spain.org/round/f4s-barcelona-2026/,arnav
7,254,Montmelo,2026-11-06,2026-11-08,TRUE,GRS Team,grs_team,83,Alfons Miettinen,alfons miettinen,FIN,Finland,https://f4spain.org/round/f4s-barcelona-2026/,arnav
7,254,Montmelo,2026-11-06,2026-11-08,TRUE,GRS Team,grs_team,62,André Rodríguez,andre rodriguez,USA,United States,https://f4spain.org/round/f4s-barcelona-2026/,arnav
7,254,Montmelo,2026-11-06,2026-11-08,TRUE,GRS Team,grs_team,96,Ryusho Nakazato,ryusho nakazato,JPN,Japan,https://f4spain.org/round/f4s-barcelona-2026/,arnav
7,254,Montmelo,2026-11-06,2026-11-08,TRUE,GRS Team,grs_team,71,Yani Stevenheydens,yani stevenheydens,BEL,Belgium,https://f4spain.org/round/f4s-barcelona-2026/,arnav
