round_number,circuit_id,circuit_name_raw,round_start_date,round_end_date,is_upcoming,team_name_raw,team_name_normalized,car_number,driver_full_name_raw,driver_full_name_normalized,nationality_code,nationality_name,source_url,source_collector
1,270,Ricardo Tormo,2026-04-10,2026-04-12,FALSE,DXR,dxr,71,Dean Pedersen,dean pedersen,USA,United States,https://f4spain.org/round/f4-ricardo-tormo-2026/,arnav
1,270,Ricardo Tormo,2026-04-10,2026-04-12,FALSE,G4 Racing,g4_racing,9,Jean Paul Karras,jean paul karras,GRC,Greece,https://f4spain.org/round/f4-ricardo-tormo-2026/,arnav
1,270,Ricardo Tormo,2026-04-10,2026-04-12,FALSE,G4 Racing,g4_racing,12,Philippe Armand Karras,philippe armand karras,GRC,Greece,https://f4spain.org/round/f4-ricardo-tormo-2026/,arnav
1,270,Ricardo Tormo,2026-04-10,2026-04-12,FALSE,G4 Racing,g4_racing,94,Jorden Moodley,jorden moodley,ZAF,South Africa,https://f4spain.org/round/f4-ricardo-tormo-2026/,arnav
1,270,Ricardo Tormo,2026-04-10,2026-04-12,FALSE,TC Racing,tc_racing,24,Beau Lowette,beau lowette,BEL,Belgium,https://f4spain.org/round/f4-ricardo-tormo-2026/,arnav
1,270,Ricardo Tormo,2026-04-10,2026-04-12,FALSE,TC Racing,tc_racing,78,Maria Neto,maria neto,PRT,Portugal,https://f4spain.org/round/f4-ricardo-tormo-2026/,arnav
1,270,Ricardo Tormo,2026-04-10,2026-04-12,FALSE,TC Racing,tc_racing,5,Sandro Pérez,sandro perez,ESP,Spain,https://f4spain.org/round/f4-ricardo-tormo-2026/,arnav
1,270,Ricardo Tormo,2026-04-10,2026-04-12,FALSE,TC Racing,tc_racing,5,Daniel Mota,daniel mota,ESP,Spain,https://f4spain.org/round/f4-ricardo-tormo-2026/,arnav
1,270,Ricardo Tormo,2026-04-10,2026-04-12,FALSE,TC Racing,tc_racing,71,Sam Urus,sam urus,MCO,Monaco,https://f4spain.org/round/f4-ricardo-tormo-2026/,arnav
1,270,Ricardo Tormo,2026-04-10,2026-04-12,FALSE,GRS Team,grs_team,74,Pablo Riccobono,pablo riccobono,ESP,Spain,https://f4spain.org/round/f4-ricardo-tormo-2026/,arnav
1,270,Ricardo Tormo,2026-04-10,2026-04-12,FALSE,GRS Team,grs_team,83,Alfons Miettinen,alfons miettinen,FIN,Finland,https://f4spain.org/round/f4-ricardo-tormo-2026/,arnav
1,270,Ricardo Tormo,2026-04-10,2026-04-12,FALSE,GRS Team,grs_team,62,André Rodríguez,andre rodriguez,USA,United States,https://f4spain.org/round/f4-ricardo-tormo-2026/,arnav
1,270,Ricardo Tormo,2026-04-10,2026-04-12,FALSE,GRS Team,grs_team,96,Ryusho Nakazato,ryusho nakazato,JPN,Japan,https://f4spain.org/round/f4-ricardo-tormo-2026/,arnav
1,270,Ricardo Tormo,2026-04-10,2026-04-12,FALSE,GRS Team,grs_team,71,Yani Stevenheydens,yani stevenheydens,BEL,Belgium,https://f4spain.org/round/f4-ricardo-tormo-2026/,arnav
2,72,Portimao,2026-06-05,2026-06-07,FALSE,MP Motorsport,mp_motorsport,23,Rocco Coronel,rocco coronel,NLD,Netherlands,https://f4spain.org/round/f4s-portimao-2026/,arnav
2,72,Portimao,2026-06-05,2026-06-07,FALSE,MP Motorsport,mp_motorsport,7,Felipe Reijs,felipe reijs,NLD,Netherlands,https://f4spain.org/round/f4s-portimao-2026/,arnav
2,72,Portimao,2026-06-05,2026-06-07,FALSE,MP Motorsport,mp_motorsport,40,Kasper Schormans,kasper schormans,NLD,Netherlands,https://f4spain.org/round/f4s-portimao-2026/,arnav
2,72,Portimao,2026-06-05,2026-06-07,FALSE,T-Code,t_code,17,Nacho Tuñón,nacho tunon,ESP,Spain,https://f4spain.org/round/f4s-portimao-2026/,arnav
2,72,Portimao,2026-06-05,2026-06-07,FALSE,T-Code,t_code,77,Andrej Petrovic,andrej petrovic,SRB,Serbia,https://f4spain.org/round/f4s-portimao-2026/,arnav
2,72,Portimao,2026-06-05,2026-06-07,FALSE,Griffin Core,griffin_core,37,Ty Fisher,ty fisher,CAN,Canada,https://f4spain.org/round/f4s-portimao-2026/,arnav
2,72,Portimao,2026-06-05,2026-06-07,FALSE,Griffin Core,griffin_core,81,Noah Monteiro,noah monteiro,PRT,Portugal,https://f4spain.org/round/f4s-portimao-2026/,arnav
2,72,Portimao,2026-06-05,2026-06-07,FALSE,Griffin Core,griffin_core,22,Vivek Kanthan,vivek kanthan,USA,United States,https://f4spain.org/round/f4s-portimao-2026/,arnav
2,72,Portimao,2026-06-05,2026-06-07,FALSE,KCL Motorsport,kcl_motorsport,15,Jensen Burnett,jensen burnett,CAN,Canada,https://f4spain.org/round/f4s-portimao-2026/,arnav
2,72,Portimao,2026-06-05,2026-06-07,FALSE,KCL Motorsport,kcl_motorsport,21,Borys Lyzen,borys lyzen,POL,Poland,https://f4spain.org/round/f4s-portimao-2026/,arnav
2,72,Portimao,2026-06-05,2026-06-07,FALSE,KCL Motorsport,kcl_motorsport,39,Louis Cochet,louis cochet,FRA,France,https://f4spain.org/round/f4s-portimao-2026/,arnav
2,72,Portimao,2026-06-05,2026-06-07,FALSE,Drivex,drivex,32,Simon Bulbarella,simon bulbarella,ARG,Argentina,https://f4spain.org/round/f4s-portimao-2026/,arnav
2,72,Portimao,2026-06-05,2026-06-07,FALSE,Drivex,drivex,46,Nathan Tye,nathan tye,GBR,United Kingdom,https://f4spain.org/round/f4s-portimao-2026/,arnav
2,72,Portimao,2026-06-05,2026-06-07,FALSE,Drivex,drivex,44,Elliot Kaczynski,elliot kaczynski,SWE,Sweden,https://f4spain.org/round/f4s-portimao-2026/,arnav
2,72,Portimao,2026-06-05,2026-06-07,FALSE,Tecnicar,tecnicar,25,Aleix Piñera,aleix pinera,ESP,Spain,https://f4spain.org/round/f4s-portimao-2026/,arnav
2,72,Portimao,2026-06-05,2026-06-07,FALSE,Tecnicar,tecnicar,18,Zoe Florescu,zoe florescu,ROU,Romania,https://f4spain.org/round/f4s-portimao-2026/,arnav
2,72,Portimao,2026-06-05,2026-06-07,FALSE,Tecnicar,tecnicar,13,Rodrigo Martínez,rodrigo martinez,MEX,Mexico,https://f4spain.org/round/f4s-portimao-2026/,arnav
2,72,Portimao,2026-06-05,2026-06-07,FALSE,Tecnicar,tecnicar,18,Max Mokarem,max mokarem,USA,United States,https://f4spain.org/round/f4s-portimao-2026/,arnav
2,72,Portimao,2026-06-05,2026-06-07,FALSE,Campos Racing,campos_racing,8,Jacob Micallef,jacob micallef,MLT,Malta,https://f4spain.org/round/f4s-portimao-2026/,arnav
2,72,Portimao,2026-06-05,2026-06-07,FALSE,Campos Racing,campos_racing,10,Luna Fluxà,luna fluxa,ESP,Spain,https://f4spain.org/round/f4s-portimao-2026/,arnav
2,72,Portimao,2026-06-05,2026-06-07,FALSE,Campos Racing,campos_racing,38,Daniel Kelleher,daniel kelleher,IRL,Ireland,https://f4spain.org/round/f4s-portimao-2026/,arnav
2,72,Portimao,2026-06-05,2026-06-07,FALSE,Monlau Motorsport,monlau_motorsport,88,Miki Blascos,miki blascos,ESP,Spain,https://f4spain.org/round/f4s-portimao-2026/,arnav
2,72,Portimao,2026-06-05,2026-06-07,FALSE,Monlau Motorsport,monlau_motorsport,11,Rahim Alibhai,rahim alibhai,USA,United States,https://f4spain.org/round/f4s-portimao-2026/,arnav
2,72,Portimao,2026-06-05,2026-06-07,FALSE,Monlau Motorsport,monlau_motorsport,73,Fausto Arnaudo,fausto arnaudo,ARG,Argentina,https://f4spain.org/round/f4s-portimao-2026/,arnav
2,72,Portimao,2026-06-05,2026-06-07,FALSE,Monlau Motorsport,monlau_motorsport,27,Alexander Chartier,alexander chartier,ITA,Italy,https://f4spain.org/round/f4s-portimao-2026/,arnav
2,72,Portimao,2026-06-05,2026-06-07,FALSE,Monlau Motorsport,monlau_motorsport,27,Yuzuki Sato,yuzuki sato,JPN,Japan,https://f4spain.org/round/f4s-portimao-2026/,arnav
2,72,Portimao,2026-06-05,2026-06-07,FALSE,Monlau Motorsport,monlau_motorsport,27,Juste Mulder,juste mulder,NLD,Netherlands,https://f4spain.org/round/f4s-portimao-2026/,arnav
2,72,Portimao,2026-06-05,2026-06-07,FALSE,DXR,dxr,80,Sebastián Frigolet,sebastian frigolet,MEX,Mexico,https://f4spain.org/round/f4s-portimao-2026/,arnav
2,72,Portimao,2026-06-05,2026-06-07,FALSE,DXR,dxr,28,Max Radeck,max radeck,PRT,Portugal,https://f4spain.org/round/f4s-portimao-2026/,arnav
2,72,Portimao,2026-06-05,2026-06-07,FALSE,DXR,dxr,71,Dean Pedersen,dean pedersen,USA,United States,https://f4spain.org/round/f4s-portimao-2026/,arnav
2,72,Portimao,2026-06-05,2026-06-07,FALSE,G4 Racing,g4_racing,9,Jean Paul Karras,jean paul karras,GRC,Greece,https://f4spain.org/round/f4s-portimao-2026/,arnav
2,72,Portimao,2026-06-05,2026-06-07,FALSE,G4 Racing,g4_racing,12,Philippe Armand Karras,philippe armand karras,GRC,Greece,https://f4spain.org/round/f4s-portimao-2026/,arnav
2,72,Portimao,2026-06-05,2026-06-07,FALSE,G4 Racing,g4_racing,94,Jorden Moodley,jorden moodley,ZAF,South Africa,https://f4spain.org/round/f4s-portimao-2026/,arnav
2,72,Portimao,2026-06-05,2026-06-07,FALSE,TC Racing,tc_racing,24,Beau Lowette,beau lowette,BEL,Belgium,https://f4spain.org/round/f4s-portimao-2026/,arnav
2,72,Portimao,2026-06-05,2026-06-07,FALSE,TC Racing,tc_racing,78,Maria Neto,maria neto,PRT,Portugal,https://f4spain.org/round/f4s-portimao-2026/,arnav
2,72,Portimao,2026-06-05,2026-06-07,FALSE,TC Racing,tc_racing,5,Sandro Pérez,sandro perez,ESP,Spain,https://f4spain.org/round/f4s-portimao-2026/,arnav
2,72,Portimao,2026-06-05,2026-06-07,FALSE,TC Racing,tc_racing,5,Daniel Mota,daniel mota,ESP,Spain,https://f4spain.org/round/f4s-portimao-2026/,arnav
2,72,Portimao,2026-06-05,2026-06-07,FALSE,TC Racing,tc_racing,71,Sam Urus,sam urus,MCO,Monaco,https://f4spain.org/round/f4s-portimao-2026/,arnav
2,72,Portimao,2026-06-05,2026-06-07,FALSE,GRS Team,grs_team,74,Pablo Riccobono,pablo riccobono,ESP,Spain,https://f4spain.org/round/f4s-portimao-2026/,arnav
2,72,Portimao,2026-06-05,2026-06-07,FALSE,GRS Team,grs_team,83,Alfons Miettinen,alfons miettinen,FIN,Finland,https://f4spain.org/round/f4s-portimao-2026/,arnav
2,72,Portimao,2026-06-05,2026-06-07,FALSE,GRS Team,grs_team,62,André Rodríguez,andre rodriguez,USA,United States,https://f4spain.org/round/f4s-portimao-2026/,arnav
2,72,Portimao,2026-06-05,2026-06-07,FALSE,GRS Team,grs_team,96,Ryusho Nakazato,ryusho nakazato,JPN,Japan,https://f4spain.org/round/f4s-portimao-2026/,arnav
2,72,Portimao,2026-06-05,2026-06-07,FALSE,GRS Team,grs_team,71,Yani Stevenheydens,yani stevenheydens,BEL,Belgium,https://f4spain.org/round/f4s-portimao-2026/,arnav
3,734,Motorland,2026-06-19,2026-06-21,FALSE,MP Motorsport,mp_motorsport,23,Rocco Coronel,rocco coronel,NLD,Netherlands,https://f4spain.org/round/f4s-motorland-2026/,arnav
3,734,Motorland,2026-06-19,2026-06-21,FALSE,MP Motorsport,mp_motorsport,7,Felipe Reijs,felipe reijs,NLD,Netherlands,https://f4spain.org/round/f4s-motorland-2026/,arnav
3,734,Motorland,2026-06-19,2026-06-21,FALSE,MP Motorsport,mp_motorsport,40,Kasper Schormans,kasper schormans,NLD,Netherlands,https://f4spain.org/round/f4s-motorland-2026/,arnav
3,734,Motorland,2026-06-19,2026-06-21,FALSE,T-Code,t_code,17,Nacho Tuñón,nacho tunon,ESP,Spain,https://f4spain.org/round/f4s-motorland-2026/,arnav
3,734,Motorland,2026-06-19,2026-06-21,FALSE,T-Code,t_code,77,Andrej Petrovic,andrej petrovic,SRB,Serbia,https://f4spain.org/round/f4s-motorland-2026/,arnav
3,734,Motorland,2026-06-19,2026-06-21,FALSE,Griffin Core,griffin_core,37,Ty Fisher,ty fisher,CAN,Canada,https://f4spain.org/round/f4s-motorland-2026/,arnav
3,734,Motorland,2026-06-19,2026-06-21,FALSE,Griffin Core,griffin_core,81,Noah Monteiro,noah monteiro,PRT,Portugal,https://f4spain.org/round/f4s-motorland-2026/,arnav
3,734,Motorland,2026-06-19,2026-06-21,FALSE,Griffin Core,griffin_core,22,Vivek Kanthan,vivek kanthan,USA,United States,https://f4spain.org/round/f4s-motorland-2026/,arnav
3,734,Motorland,2026-06-19,2026-06-21,FALSE,KCL Motorsport,kcl_motorsport,15,Jensen Burnett,jensen burnett,CAN,Canada,https://f4spain.org/round/f4s-motorland-2026/,arnav
3,734,Motorland,2026-06-19,2026-06-21,FALSE,KCL Motorsport,kcl_motorsport,21,Borys Lyzen,borys lyzen,POL,Poland,https://f4spain.org/round/f4s-motorland-2026/,arnav
3,734,Motorland,2026-06-19,2026-06-21,FALSE,KCL Motorsport,kcl_motorsport,39,Louis Cochet,louis cochet,FRA,France,https://f4spain.org/round/f4s-motorland-2026/,arnav
3,734,Motorland,2026-06-19,2026-06-21,FALSE,Drivex,drivex,32,Simon Bulbarella,simon bulbarella,ARG,Argentina,https://f4spain.org/round/f4s-motorland-2026/,arnav
3,734,Motorland,2026-06-19,2026-06-21,FALSE,Drivex,drivex,46,Nathan Tye,nathan tye,GBR,United Kingdom,https://f4spain.org/round/f4s-motorland-2026/,arnav
3,734,Motorland,2026-06-19,2026-06-21,FALSE,Drivex,drivex,44,Elliot Kaczynski,elliot kaczynski,SWE,Sweden,https://f4spain.org/round/f4s-motorland-2026/,arnav
3,734,Motorland,2026-06-19,2026-06-21,FALSE,Tecnicar,tecnicar,25,Aleix Piñera,aleix pinera,ESP,Spain,https://f4spain.org/round/f4s-motorland-2026/,arnav
3,734,Motorland,2026-06-19,2026-06-21,FALSE,Tecnicar,tecnicar,18,Zoe Florescu,zoe florescu,ROU,Romania,https://f4spain.org/round/f4s-motorland-2026/,arnav
3,734,Motorland,2026-06-19,2026-06-21,FALSE,Tecnicar,tecnicar,13,Rodrigo Martínez,rodrigo martinez,MEX,Mexico,https://f4spain.org/round/f4s-motorland-2026/,arnav
3,734,Motorland,2026-06-19,2026-06-21,FALSE,Tecnicar,tecnicar,18,Max Mokarem,max mokarem,USA,United States,https://f4spain.org/round/f4s-motorland-2026/,arnav
3,734,Motorland,2026-06-19,2026-06-21,FALSE,Campos Racing,campos_racing,8,Jacob Micallef,jacob micallef,MLT,Malta,https://f4spain.org/round/f4s-motorland-2026/,arnav
3,734,Motorland,2026-06-19,2026-06-21,FALSE,Campos Racing,campos_racing,10,Luna Fluxà,luna fluxa,ESP,Spain,https://f4spain.org/round/f4s-motorland-2026/,arnav
3,734,Motorland,2026-06-19,2026-06-21,FALSE,Campos Racing,campos_racing,38,Daniel Kelleher,daniel kelleher,IRL,Ireland,https://f4spain.org/round/f4s-motorland-2026/,arnav
3,734,Motorland,2026-06-19,2026-06-21,FALSE,Monlau Motorsport,monlau_motorsport,88,Miki Blascos,miki blascos,ESP,Spain,https://f4spain.org/round/f4s-motorland-2026/,arnav
3,734,Motorland,2026-06-19,2026-06-21,FALSE,Monlau Motorsport,monlau_motorsport,11,Rahim Alibhai,rahim alibhai,USA,United States,https://f4spain.org/round/f4s-motorland-2026/,arnav
3,734,Motorland,2026-06-19,2026-06-21,FALSE,Monlau Motorsport,monlau_motorsport,73,Fausto Arnaudo,fausto arnaudo,ARG,Argentina,https://f4spain.org/round/f4s-motorland-2026/,arnav
3,734,Motorland,2026-06-19,2026-06-21,FALSE,Monlau Motorsport,monlau_motorsport,27,Alexander Chartier,alexander chartier,ITA,Italy,https://f4spain.org/round/f4s-motorland-2026/,arnav
3,734,Motorland,2026-06-19,2026-06-21,FALSE,Monlau Motorsport,monlau_motorsport,27,Yuzuki Sato,yuzuki sato,JPN,Japan,https://f4spain.org/round/f4s-motorland-2026/,arnav
3,734,Motorland,2026-06-19,2026-06-21,FALSE,Monlau Motorsport,monlau_motorsport,27,Juste Mulder,juste mulder,NLD,Netherlands,https://f4spain.org/round/f4s-motorland-2026/,arnav
3,734,Motorland,2026-06-19,2026-06-21,FALSE,DXR,dxr,80,Sebastián Frigolet,sebastian frigolet,MEX,Mexico,https://f4spain.org/round/f4s-motorland-2026/,arnav
3,734,Motorland,2026-06-19,2026-06-21,FALSE,DXR,dxr,28,Max Radeck,max radeck,PRT,Portugal,https://f4spain.org/round/f4s-motorland-2026/,arnav
3,734,Motorland,2026-06-19,2026-06-21,FALSE,DXR,dxr,71,Dean Pedersen,dean pedersen,USA,United States,https://f4spain.org/round/f4s-motorland-2026/,arnav
3,734,Motorland,2026-06-19,2026-06-21,FALSE,G4 Racing,g4_racing,9,Jean Paul Karras,jean paul karras,GRC,Greece,https://f4spain.org/round/f4s-motorland-2026/,arnav
3,734,Motorland,2026-06-19,2026-06-21,FALSE,G4 Racing,g4_racing,12,Philippe Armand Karras,philippe armand karras,GRC,Greece,https://f4spain.org/round/f4s-motorland-2026/,arnav
3,734,Motorland,2026-06-19,2026-06-21,FALSE,G4 Racing,g4_racing,94,Jorden Moodley,jorden moodley,ZAF,South Africa,https://f4spain.org/round/f4s-motorland-2026/,arnav
3,734,Motorland,2026-06-19,2026-06-21,FALSE,TC Racing,tc_racing,24,Beau Lowette,beau lowette,BEL,Belgium,https://f4spain.org/round/f4s-motorland-2026/,arnav
3,734,Motorland,2026-06-19,2026-06-21,FALSE,TC Racing,tc_racing,78,Maria Neto,maria neto,PRT,Portugal,https://f4spain.org/round/f4s-motorland-2026/,arnav
3,734,Motorland,2026-06-19,2026-06-21,FALSE,TC Racing,tc_racing,5,Sandro Pérez,sandro perez,ESP,Spain,https://f4spain.org/round/f4s-motorland-2026/,arnav
3,734,Motorland,2026-06-19,2026-06-21,FALSE,TC Racing,tc_racing,5,Daniel Mota,daniel mota,ESP,Spain,https://f4spain.org/round/f4s-motorland-2026/,arnav
3,734,Motorland,2026-06-19,2026-06-21,FALSE,TC Racing,tc_racing,71,Sam Urus,sam urus,MCO,Monaco,https://f4spain.org/round/f4s-motorland-2026/,arnav
3,734,Motorland,2026-06-19,2026-06-21,FALSE,GRS Team,grs_team,74,Pablo Riccobono,pablo riccobono,ESP,Spain,https://f4spain.org/round/f4s-motorland-2026/,arnav
3,734,Motorland,2026-06-19,2026-06-21,FALSE,GRS Team,grs_team,83,Alfons Miettinen,alfons miettinen,FIN,Finland,https://f4spain.org/round/f4s-motorland-2026/,arnav
3,734,Motorland,2026-06-19,2026-06-21,FALSE,GRS Team,grs_team,62,André Rodríguez,andre rodriguez,USA,United States,https://f4spain.org/round/f4s-motorland-2026/,arnav
3,734,Motorland,2026-06-19,2026-06-21,FALSE,GRS Team,grs_team,96,Ryusho Nakazato,ryusho nakazato,JPN,Japan,https://f4spain.org/round/f4s-motorland-2026/,arnav
3,734,Motorland,2026-06-19,2026-06-21,FALSE,GRS Team,grs_team,71,Yani Stevenheydens,yani stevenheydens,BEL,Belgium,https://f4spain.org/round/f4s-motorland-2026/,arnav
4,497,Jarama,2026-08-22,2026-08-23,FALSE,MP Motorsport,mp_motorsport,23,Rocco Coronel,rocco coronel,NLD,Netherlands,https://f4spain.org/round/f4s-round-4-2026/,arnav
4,497,Jarama,2026-08-22,2026-08-23,FALSE,MP Motorsport,mp_motorsport,7,Felipe Reijs,felipe reijs,NLD,Netherlands,https://f4spain.org/round/f4s-round-4-2026/,arnav
4,497,Jarama,2026-08-22,2026-08-23,FALSE,MP Motorsport,mp_motorsport,40,Kasper Schormans,kasper schormans,NLD,Netherlands,https://f4spain.org/round/f4s-round-4-2026/,arnav
4,497,Jarama,2026-08-22,2026-08-23,FALSE,T-Code,t_code,17,Nacho Tuñón,nacho tunon,ESP,Spain,https://f4spain.org/round/f4s-round-4-2026/,arnav
4,497,Jarama,2026-08-22,2026-08-23,FALSE,T-Code,t_code,77,Andrej Petrovic,andrej petrovic,SRB,Serbia,https://f4spain.org/round/f4s-round-4-2026/,arnav
4,497,Jarama,2026-08-22,2026-08-23,FALSE,Griffin Core,griffin_core,37,Ty Fisher,ty fisher,CAN,Canada,https://f4spain.org/round/f4s-round-4-2026/,arnav
4,497,Jarama,2026-08-22,2026-08-23,FALSE,Griffin Core,griffin_core,81,Noah Monteiro,noah monteiro,PRT,Portugal,https://f4spain.org/round/f4s-round-4-2026/,arnav
4,497,Jarama,2026-08-22,2026-08-23,FALSE,Griffin Core,griffin_core,22,Vivek Kanthan,vivek kanthan,USA,United States,https://f4spain.org/round/f4s-round-4-2026/,arnav
4,497,Jarama,2026-08-22,2026-08-23,FALSE,KCL Motorsport,kcl_motorsport,15,Jensen Burnett,jensen burnett,CAN,Canada,https://f4spain.org/round/f4s-round-4-2026/,arnav
4,497,Jarama,2026-08-22,2026-08-23,FALSE,KCL Motorsport,kcl_motorsport,21,Borys Lyzen,borys lyzen,POL,Poland,https://f4spain.org/round/f4s-round-4-2026/,arnav
4,497,Jarama,2026-08-22,2026-08-23,FALSE,KCL Motorsport,kcl_motorsport,39,Louis Cochet,louis cochet,FRA,France,https://f4spain.org/round/f4s-round-4-2026/,arnav
4,497,Jarama,2026-08-22,2026-08-23,FALSE,Drivex,drivex,32,Simon Bulbarella,simon bulbarella,ARG,Argentina,https://f4spain.org/round/f4s-round-4-2026/,arnav
